Run, Algorithm, StoppingCondition, ExplorationWeight, ExecutionTime, Features, ValidConfig, Reward, Nodes, Simulations
12, "UCT Algorithm", 10, 0.5, 0.23340582847595215, 6, True, 47, 66, 60
13, "UCT Algorithm", 10, 0.5, 0.15259242057800293, 4, True, 49, 44, 40
14, "UCT Algorithm", 10, 0.5, 0.13280487060546875, 4, True, 49, 44, 40
15, "UCT Algorithm", 10, 0.5, 0.15062451362609863, 4, True, 49, 44, 40
16, "UCT Algorithm", 10, 0.5, 0.13366961479187012, 4, True, 49, 44, 40
17, "UCT Algorithm", 10, 0.5, 0.11871528625488281, 4, True, 49, 44, 40
18, "UCT Algorithm", 10, 0.5, 0.12866878509521484, 4, True, 49, 44, 40
19, "UCT Algorithm", 10, 0.5, 0.1775500774383545, 5, True, 48, 55, 50
20, "UCT Algorithm", 10, 0.5, 0.24434208869934082, 6, True, 47, 66, 60
21, "UCT Algorithm", 10, 0.5, 0.13065123558044434, 4, True, 49, 44, 40
22, "UCT Algorithm", 10, 0.5, 0.14760494232177734, 4, True, 49, 44, 40
23, "UCT Algorithm", 10, 0.5, 1.1135542392730713, 34, True, 19, 374, 340
24, "UCT Algorithm", 10, 0.5, 0.14464139938354492, 4, True, 49, 44, 40
25, "UCT Algorithm", 10, 0.5, 0.6602368354797363, 19, True, 34, 209, 190
26, "UCT Algorithm", 10, 0.5, 1.270707607269287, 38, True, 15, 418, 380
27, "UCT Algorithm", 10, 0.5, 0.13067865371704102, 4, True, 49, 44, 40
28, "UCT Algorithm", 10, 0.5, 0.14065146446228027, 4, True, 49, 44, 40
29, "UCT Algorithm", 10, 0.5, 0.1376330852508545, 4, True, 49, 44, 40
0, "UCT Algorithm", 20, 0.5, 0.24137663841247559, 4, True, 49, 84, 80
1, "UCT Algorithm", 20, 0.5, 0.28923654556274414, 4, True, 49, 84, 80
2, "UCT Algorithm", 20, 0.5, 0.2653212547302246, 4, True, 49, 84, 80
3, "UCT Algorithm", 20, 0.5, 0.2523531913757324, 4, True, 49, 84, 80
4, "UCT Algorithm", 20, 0.5, 0.49272799491882324, 7, True, 46, 147, 140
5, "UCT Algorithm", 20, 0.5, 0.289867639541626, 4, True, 49, 84, 80
6, "UCT Algorithm", 20, 0.5, 0.4278895854949951, 6, True, 47, 126, 120
7, "UCT Algorithm", 20, 0.5, 0.29720473289489746, 4, True, 49, 84, 80
8, "UCT Algorithm", 20, 0.5, 1.7653424739837646, 30, True, 23, 630, 600
9, "UCT Algorithm", 20, 0.5, 0.2622866630554199, 4, True, 49, 84, 80
10, "UCT Algorithm", 20, 0.5, 0.27928590774536133, 4, True, 49, 84, 80
11, "UCT Algorithm", 20, 0.5, 1.367375135421753, 20, True, 33, 420, 400
12, "UCT Algorithm", 20, 0.5, 0.2613029479980469, 4, True, 49, 84, 80
13, "UCT Algorithm", 20, 0.5, 2.0303409099578857, 36, True, 17, 756, 720
14, "UCT Algorithm", 20, 0.5, 0.2622981071472168, 4, True, 49, 84, 80
15, "UCT Algorithm", 20, 0.5, 0.2543478012084961, 4, True, 49, 84, 80
16, "UCT Algorithm", 20, 0.5, 0.2792537212371826, 4, True, 49, 84, 80
17, "UCT Algorithm", 20, 0.5, 0.27233219146728516, 4, True, 49, 84, 80
18, "UCT Algorithm", 20, 0.5, 0.25737953186035156, 4, True, 49, 84, 80
19, "UCT Algorithm", 20, 0.5, 0.2683095932006836, 4, True, 49, 84, 80
20, "UCT Algorithm", 20, 0.5, 2.289952516555786, 36, True, 17, 756, 720
21, "UCT Algorithm", 20, 0.5, 0.2663130760192871, 4, True, 49, 84, 80
22, "UCT Algorithm", 20, 0.5, 0.3540778160095215, 5, True, 48, 105, 100
23, "UCT Algorithm", 20, 0.5, 0.246368408203125, 4, True, 49, 84, 80
24, "UCT Algorithm", 20, 0.5, 0.29723381996154785, 4, True, 49, 84, 80
25, "UCT Algorithm", 20, 0.5, 0.26638245582580566, 4, True, 49, 84, 80
26, "UCT Algorithm", 20, 0.5, 0.2672853469848633, 4, True, 49, 84, 80
27, "UCT Algorithm", 20, 0.5, 0.28925085067749023, 4, True, 49, 84, 80
28, "UCT Algorithm", 20, 0.5, 0.3510890007019043, 5, True, 48, 105, 100
29, "UCT Algorithm", 20, 0.5, 0.2822740077972412, 4, True, 49, 84, 80
0, "UCT Algorithm", 30, 0.5, 0.3935391902923584, 4, True, 49, 124, 120
1, "UCT Algorithm", 30, 0.5, 0.5326042175292969, 5, True, 48, 155, 150
2, "UCT Algorithm", 30, 0.5, 2.8204636573791504, 28, True, 25, 868, 840
3, "UCT Algorithm", 30, 0.5, 0.6308181285858154, 6, True, 47, 186, 180
4, "UCT Algorithm", 30, 0.5, 0.37703847885131836, 4, True, 49, 124, 120
5, "UCT Algorithm", 30, 0.5, 0.4009559154510498, 4, True, 49, 124, 120
6, "UCT Algorithm", 30, 0.5, 1.138533353805542, 11, True, 42, 341, 330
7, "UCT Algorithm", 30, 0.5, 2.7218525409698486, 28, True, 25, 868, 840
8, "UCT Algorithm", 30, 0.5, 0.3750307559967041, 4, True, 49, 124, 120
9, "UCT Algorithm", 30, 0.5, 0.3780388832092285, 4, True, 49, 124, 120
10, "UCT Algorithm", 30, 0.5, 0.453845739364624, 4, True, 49, 124, 120
11, "UCT Algorithm", 30, 0.5, 0.6216840744018555, 6, True, 47, 186, 180
12, "UCT Algorithm", 30, 0.5, 0.38057756423950195, 4, True, 49, 124, 120
13, "UCT Algorithm", 30, 0.5, 0.41196632385253906, 4, True, 49, 124, 120
14, "UCT Algorithm", 30, 0.5, 0.37749552726745605, 4, True, 49, 124, 120
15, "UCT Algorithm", 30, 0.5, 0.4298520088195801, 4, True, 49, 124, 120
16, "UCT Algorithm", 30, 0.5, 0.5246245861053467, 5, True, 48, 155, 150
17, "UCT Algorithm", 30, 0.5, 0.5894529819488525, 6, True, 47, 186, 180
18, "UCT Algorithm", 30, 0.5, 0.5056774616241455, 5, True, 48, 155, 150
19, "UCT Algorithm", 30, 0.5, 1.710566759109497, 16, True, 37, 496, 480
20, "UCT Algorithm", 30, 0.5, 0.3979606628417969, 4, True, 49, 124, 120
21, "UCT Algorithm", 30, 0.5, 0.38001179695129395, 4, True, 49, 124, 120
22, "UCT Algorithm", 30, 0.5, 0.6283495426177979, 6, True, 47, 186, 180
23, "UCT Algorithm", 30, 0.5, 0.38599634170532227, 4, True, 49, 124, 120
24, "UCT Algorithm", 30, 0.5, 0.3720700740814209, 4, True, 49, 124, 120
25, "UCT Algorithm", 30, 0.5, 0.4278573989868164, 4, True, 49, 124, 120
26, "UCT Algorithm", 30, 0.5, 0.41992759704589844, 4, True, 49, 124, 120
27, "UCT Algorithm", 30, 0.5, 1.4302079677581787, 14, True, 39, 434, 420
28, "UCT Algorithm", 30, 0.5, 0.4009568691253662, 4, True, 49, 124, 120
29, "UCT Algorithm", 30, 0.5, 0.9866323471069336, 10, True, 43, 310, 300
0, "UCT Algorithm", 40, 0.5, 0.5395584106445312, 4, True, 49, 164, 160
1, "UCT Algorithm", 40, 0.5, 0.8357679843902588, 6, True, 47, 246, 240
2, "UCT Algorithm", 40, 0.5, 0.8408234119415283, 6, True, 47, 246, 240
3, "UCT Algorithm", 40, 0.5, 0.8348369598388672, 6, True, 47, 246, 240
4, "UCT Algorithm", 40, 0.5, 0.6832239627838135, 5, True, 48, 205, 200
5, "UCT Algorithm", 40, 0.5, 0.8647162914276123, 6, True, 47, 246, 240
6, "UCT Algorithm", 40, 0.5, 0.5286147594451904, 4, True, 49, 164, 160
7, "UCT Algorithm", 40, 0.5, 0.9943652153015137, 7, True, 46, 287, 280
8, "UCT Algorithm", 40, 0.5, 0.5061516761779785, 4, True, 49, 164, 160
9, "UCT Algorithm", 40, 0.5, 0.7146584987640381, 5, True, 48, 205, 200
10, "UCT Algorithm", 40, 0.5, 0.8168163299560547, 6, True, 47, 246, 240
11, "UCT Algorithm", 40, 0.5, 0.5520293712615967, 4, True, 49, 164, 160
12, "UCT Algorithm", 40, 0.5, 0.8698515892028809, 6, True, 47, 246, 240
13, "UCT Algorithm", 40, 0.5, 0.9874207973480225, 7, True, 46, 287, 280
14, "UCT Algorithm", 40, 0.5, 0.5734963417053223, 4, True, 49, 164, 160
15, "UCT Algorithm", 40, 0.5, 0.5595316886901855, 4, True, 49, 164, 160
16, "UCT Algorithm", 40, 0.5, 0.9590439796447754, 7, True, 46, 287, 280
17, "UCT Algorithm", 40, 0.5, 0.4947056770324707, 4, True, 49, 164, 160
18, "UCT Algorithm", 40, 0.5, 0.5525538921356201, 4, True, 49, 164, 160
19, "UCT Algorithm", 40, 0.5, 0.6928563117980957, 5, True, 48, 205, 200
20, "UCT Algorithm", 40, 0.5, 0.5864925384521484, 4, True, 49, 164, 160
21, "UCT Algorithm", 40, 0.5, 0.5277564525604248, 4, True, 49, 164, 160
22, "UCT Algorithm", 40, 0.5, 0.8387887477874756, 6, True, 47, 246, 240
23, "UCT Algorithm", 40, 0.5, 0.5455431938171387, 4, True, 49, 164, 160
24, "UCT Algorithm", 40, 0.5, 0.5545179843902588, 4, True, 49, 164, 160
25, "UCT Algorithm", 40, 0.5, 0.805457592010498, 6, True, 47, 246, 240
26, "UCT Algorithm", 40, 0.5, 0.5286145210266113, 4, True, 49, 164, 160
27, "UCT Algorithm", 40, 0.5, 0.5245981216430664, 4, True, 49, 164, 160
28, "UCT Algorithm", 40, 0.5, 4.395906925201416, 34, True, 19, 1394, 1360
29, "UCT Algorithm", 40, 0.5, 0.7031452655792236, 5, True, 48, 205, 200
0, "UCT Algorithm", 50, 0.5, 0.6688616275787354, 4, True, 49, 204, 200
1, "UCT Algorithm", 50, 0.5, 1.0232865810394287, 6, True, 47, 306, 300
2, "UCT Algorithm", 50, 0.5, 1.667172908782959, 10, True, 43, 510, 500
3, "UCT Algorithm", 50, 0.5, 0.646282434463501, 4, True, 49, 204, 200
4, "UCT Algorithm", 50, 0.5, 0.7021818161010742, 4, True, 49, 204, 200
5, "UCT Algorithm", 50, 0.5, 0.6463022232055664, 4, True, 49, 204, 200
6, "UCT Algorithm", 50, 0.5, 0.6447591781616211, 4, True, 49, 204, 200
7, "UCT Algorithm", 50, 0.5, 0.6552772521972656, 4, True, 49, 204, 200
8, "UCT Algorithm", 50, 0.5, 1.0173101425170898, 6, True, 47, 306, 300
9, "UCT Algorithm", 50, 0.5, 0.6373190879821777, 4, True, 49, 204, 200
10, "UCT Algorithm", 50, 0.5, 1.223071575164795, 10, True, 43, 510, 500
11, "UCT Algorithm", 50, 0.5, 0.6792123317718506, 4, True, 49, 204, 200
12, "UCT Algorithm", 50, 0.5, 0.6309554576873779, 4, True, 49, 204, 200
13, "UCT Algorithm", 50, 0.5, 0.6632583141326904, 4, True, 49, 204, 200
14, "UCT Algorithm", 50, 0.5, 1.204808235168457, 7, True, 46, 357, 350
15, "UCT Algorithm", 50, 0.5, 1.0059123039245605, 6, True, 47, 306, 300
16, "UCT Algorithm", 50, 0.5, 0.7071380615234375, 4, True, 49, 204, 200
17, "UCT Algorithm", 50, 0.5, 0.6313357353210449, 4, True, 49, 204, 200
18, "UCT Algorithm", 50, 0.5, 1.6183421611785889, 10, True, 43, 510, 500
19, "UCT Algorithm", 50, 0.5, 0.8098857402801514, 5, True, 48, 255, 250
20, "UCT Algorithm", 50, 0.5, 0.6502900123596191, 4, True, 49, 204, 200
21, "UCT Algorithm", 50, 0.5, 0.6618838310241699, 4, True, 49, 204, 200
22, "UCT Algorithm", 50, 0.5, 0.7072310447692871, 4, True, 49, 204, 200
23, "UCT Algorithm", 50, 0.5, 0.6871638298034668, 4, True, 49, 204, 200
24, "UCT Algorithm", 50, 0.5, 1.249636173248291, 7, True, 46, 357, 350
25, "UCT Algorithm", 50, 0.5, 2.8126907348632812, 16, True, 37, 816, 800
26, "UCT Algorithm", 50, 0.5, 0.6752238273620605, 4, True, 49, 204, 200
27, "UCT Algorithm", 50, 0.5, 0.6967313289642334, 4, True, 49, 204, 200
28, "UCT Algorithm", 50, 0.5, 0.6653203964233398, 4, True, 49, 204, 200
29, "UCT Algorithm", 50, 0.5, 0.6977279186248779, 4, True, 49, 204, 200
0, "UCT Algorithm", 60, 0.5, 1.9159131050109863, 11, True, 42, 671, 660
1, "UCT Algorithm", 60, 0.5, 1.2079873085021973, 6, True, 47, 366, 360
2, "UCT Algorithm", 60, 0.5, 0.8038625717163086, 4, True, 49, 244, 240
3, "UCT Algorithm", 60, 0.5, 3.900710344314575, 19, True, 34, 1159, 1140
4, "UCT Algorithm", 60, 0.5, 2.0805399417877197, 12, True, 41, 732, 720
5, "UCT Algorithm", 60, 0.5, 0.8387885093688965, 4, True, 49, 244, 240
6, "UCT Algorithm", 60, 0.5, 0.8009884357452393, 4, True, 49, 244, 240
7, "UCT Algorithm", 60, 0.5, 0.8518564701080322, 4, True, 49, 244, 240
8, "UCT Algorithm", 60, 0.5, 1.5451092720031738, 9, True, 44, 549, 540
9, "UCT Algorithm", 60, 0.5, 1.1700055599212646, 6, True, 47, 366, 360
10, "UCT Algorithm", 60, 0.5, 0.7868726253509521, 4, True, 49, 244, 240
11, "UCT Algorithm", 60, 0.5, 1.2393736839294434, 6, True, 47, 366, 360
12, "UCT Algorithm", 60, 0.5, 5.099529981613159, 25, True, 28, 1525, 1500
13, "UCT Algorithm", 60, 0.5, 0.8457639217376709, 4, True, 49, 244, 240
14, "UCT Algorithm", 60, 0.5, 0.8198392391204834, 4, True, 49, 244, 240
15, "UCT Algorithm", 60, 0.5, 2.5553572177886963, 13, True, 40, 793, 780
16, "UCT Algorithm", 60, 0.5, 0.7868967056274414, 4, True, 49, 244, 240
17, "UCT Algorithm", 60, 0.5, 2.4619839191436768, 12, True, 41, 732, 720
18, "UCT Algorithm", 60, 0.5, 0.7929115295410156, 4, True, 49, 244, 240
19, "UCT Algorithm", 60, 0.5, 0.8179061412811279, 4, True, 49, 244, 240
20, "UCT Algorithm", 60, 0.5, 1.9937245845794678, 12, True, 41, 732, 720
21, "UCT Algorithm", 60, 0.5, 0.8856327533721924, 4, True, 49, 244, 240
22, "UCT Algorithm", 60, 0.5, 0.8049583435058594, 4, True, 49, 244, 240
23, "UCT Algorithm", 60, 0.5, 2.031630277633667, 13, True, 40, 793, 780
24, "UCT Algorithm", 60, 0.5, 1.2676129341125488, 6, True, 47, 366, 360
25, "UCT Algorithm", 60, 0.5, 4.178802013397217, 20, True, 33, 1220, 1200
26, "UCT Algorithm", 60, 0.5, 1.247737169265747, 6, True, 47, 366, 360
27, "UCT Algorithm", 60, 0.5, 1.3255150318145752, 6, True, 47, 366, 360
28, "UCT Algorithm", 60, 0.5, 1.4112393856048584, 8, True, 45, 488, 480
29, "UCT Algorithm", 60, 0.5, 0.715064287185669, 4, True, 49, 244, 240
0, "UCT Algorithm", 70, 0.5, 2.6933608055114746, 12, True, 41, 852, 840
1, "UCT Algorithm", 70, 0.5, 1.3743555545806885, 6, True, 47, 426, 420
2, "UCT Algorithm", 70, 0.5, 0.9903531074523926, 4, True, 49, 284, 280
3, "UCT Algorithm", 70, 0.5, 1.504638910293579, 6, True, 47, 426, 420
4, "UCT Algorithm", 70, 0.5, 0.9873924255371094, 4, True, 49, 284, 280
5, "UCT Algorithm", 70, 0.5, 0.9629318714141846, 4, True, 49, 284, 280
6, "UCT Algorithm", 70, 0.5, 1.2622592449188232, 5, True, 48, 355, 350
7, "UCT Algorithm", 70, 0.5, 0.9634542465209961, 4, True, 49, 284, 280
8, "UCT Algorithm", 70, 0.5, 0.9854249954223633, 4, True, 49, 284, 280
9, "UCT Algorithm", 70, 0.5, 1.9539742469787598, 8, True, 45, 568, 560
10, "UCT Algorithm", 70, 0.5, 1.4447121620178223, 6, True, 47, 426, 420
11, "UCT Algorithm", 70, 0.5, 5.396194219589233, 23, True, 30, 1633, 1610
12, "UCT Algorithm", 70, 0.5, 1.025261402130127, 4, True, 49, 284, 280
13, "UCT Algorithm", 70, 0.5, 0.8188409805297852, 4, True, 49, 284, 280
14, "UCT Algorithm", 70, 0.5, 0.9923481941223145, 4, True, 49, 284, 280
15, "UCT Algorithm", 70, 0.5, 0.9716911315917969, 4, True, 49, 284, 280
16, "UCT Algorithm", 70, 0.5, 6.922741889953613, 30, True, 23, 2130, 2100
17, "UCT Algorithm", 70, 0.5, 0.9624273777008057, 4, True, 49, 284, 280
18, "UCT Algorithm", 70, 0.5, 0.937523365020752, 4, True, 49, 284, 280
19, "UCT Algorithm", 70, 0.5, 1.3027055263519287, 6, True, 47, 426, 420
20, "UCT Algorithm", 70, 0.5, 0.9394900798797607, 4, True, 49, 284, 280
21, "UCT Algorithm", 70, 0.5, 0.9175763130187988, 4, True, 49, 284, 280
22, "UCT Algorithm", 70, 0.5, 0.9893779754638672, 4, True, 49, 284, 280
23, "UCT Algorithm", 70, 0.5, 1.7948989868164062, 7, True, 46, 497, 490
24, "UCT Algorithm", 70, 0.5, 1.2248106002807617, 5, True, 48, 355, 350
25, "UCT Algorithm", 70, 0.5, 4.299248218536377, 18, True, 35, 1278, 1260
26, "UCT Algorithm", 70, 0.5, 0.9315404891967773, 4, True, 49, 284, 280
27, "UCT Algorithm", 70, 0.5, 1.010420322418213, 4, True, 49, 284, 280
28, "UCT Algorithm", 70, 0.5, 7.115154504776001, 31, True, 22, 2201, 2170
29, "UCT Algorithm", 70, 0.5, 2.41414737701416, 11, True, 42, 781, 770
0, "UCT Algorithm", 80, 0.5, 1.014289379119873, 4, True, 49, 324, 320
1, "UCT Algorithm", 80, 0.5, 2.0276355743408203, 7, True, 46, 567, 560
2, "UCT Algorithm", 80, 0.5, 4.253841161727905, 16, True, 37, 1296, 1280
3, "UCT Algorithm", 80, 0.5, 1.0851452350616455, 4, True, 49, 324, 320
4, "UCT Algorithm", 80, 0.5, 1.0870990753173828, 4, True, 49, 324, 320
5, "UCT Algorithm", 80, 0.5, 2.4984540939331055, 11, True, 42, 891, 880
6, "UCT Algorithm", 80, 0.5, 1.102799415588379, 4, True, 49, 324, 320
7, "UCT Algorithm", 80, 0.5, 1.4588770866394043, 5, True, 48, 405, 400
8, "UCT Algorithm", 80, 0.5, 1.09493088722229, 4, True, 49, 324, 320
9, "UCT Algorithm", 80, 0.5, 1.046205759048462, 4, True, 49, 324, 320
10, "UCT Algorithm", 80, 0.5, 1.036818027496338, 4, True, 49, 324, 320
11, "UCT Algorithm", 80, 0.5, 1.0890908241271973, 4, True, 49, 324, 320
12, "UCT Algorithm", 80, 0.5, 1.0741291046142578, 4, True, 49, 324, 320
13, "UCT Algorithm", 80, 0.5, 1.1088252067565918, 4, True, 49, 324, 320
14, "UCT Algorithm", 80, 0.5, 1.3653764724731445, 6, True, 47, 486, 480
15, "UCT Algorithm", 80, 0.5, 2.0909650325775146, 10, True, 43, 810, 800
16, "UCT Algorithm", 80, 0.5, 1.1828680038452148, 4, True, 49, 324, 320
17, "UCT Algorithm", 80, 0.5, 2.5136148929595947, 10, True, 43, 810, 800
18, "UCT Algorithm", 80, 0.5, 1.1047356128692627, 4, True, 49, 324, 320
19, "UCT Algorithm", 80, 0.5, 4.894017696380615, 18, True, 35, 1458, 1440
20, "UCT Algorithm", 80, 0.5, 1.131101369857788, 4, True, 49, 324, 320
21, "UCT Algorithm", 80, 0.5, 1.1778523921966553, 4, True, 49, 324, 320
22, "UCT Algorithm", 80, 0.5, 1.7290918827056885, 6, True, 47, 486, 480
23, "UCT Algorithm", 80, 0.5, 3.0489141941070557, 12, True, 41, 972, 960
24, "UCT Algorithm", 80, 0.5, 2.1643519401550293, 9, True, 44, 729, 720
25, "UCT Algorithm", 80, 0.5, 1.7326302528381348, 6, True, 47, 486, 480
26, "UCT Algorithm", 80, 0.5, 5.248328685760498, 19, True, 34, 1539, 1520
27, "UCT Algorithm", 80, 0.5, 1.0437886714935303, 4, True, 49, 324, 320
28, "UCT Algorithm", 80, 0.5, 1.082108736038208, 4, True, 49, 324, 320
29, "UCT Algorithm", 80, 0.5, 1.4042751789093018, 6, True, 47, 486, 480
0, "UCT Algorithm", 90, 0.5, 1.2806789875030518, 4, True, 49, 364, 360
1, "UCT Algorithm", 90, 0.5, 1.3255622386932373, 4, True, 49, 364, 360
2, "UCT Algorithm", 90, 0.5, 1.2676408290863037, 4, True, 49, 364, 360
3, "UCT Algorithm", 90, 0.5, 1.2742702960968018, 4, True, 49, 364, 360
4, "UCT Algorithm", 90, 0.5, 2.3123579025268555, 7, True, 46, 637, 630
5, "UCT Algorithm", 90, 0.5, 1.9128880500793457, 6, True, 47, 546, 540
6, "UCT Algorithm", 90, 0.5, 1.4990928173065186, 5, True, 48, 455, 450
7, "UCT Algorithm", 90, 0.5, 1.241682529449463, 4, True, 49, 364, 360
8, "UCT Algorithm", 90, 0.5, 0.9136602878570557, 4, True, 49, 364, 360
9, "UCT Algorithm", 90, 0.5, 1.7339613437652588, 6, True, 47, 546, 540
10, "UCT Algorithm", 90, 0.5, 1.2402818202972412, 4, True, 49, 364, 360
11, "UCT Algorithm", 90, 0.5, 1.2652087211608887, 4, True, 49, 364, 360
12, "UCT Algorithm", 90, 0.5, 1.2606608867645264, 4, True, 49, 364, 360
13, "UCT Algorithm", 90, 0.5, 1.105621576309204, 4, True, 49, 364, 360
14, "UCT Algorithm", 90, 0.5, 1.2376925945281982, 4, True, 49, 364, 360
15, "UCT Algorithm", 90, 0.5, 1.9020209312438965, 6, True, 47, 546, 540
16, "UCT Algorithm", 90, 0.5, 2.828113317489624, 11, True, 42, 1001, 990
17, "UCT Algorithm", 90, 0.5, 4.571483850479126, 15, True, 38, 1365, 1350
18, "UCT Algorithm", 90, 0.5, 1.9069643020629883, 6, True, 47, 546, 540
19, "UCT Algorithm", 90, 0.5, 1.2396879196166992, 4, True, 49, 364, 360
20, "UCT Algorithm", 90, 0.5, 1.275620698928833, 4, True, 49, 364, 360
21, "UCT Algorithm", 90, 0.5, 1.2746248245239258, 4, True, 49, 364, 360
22, "UCT Algorithm", 90, 0.5, 1.2588367462158203, 4, True, 49, 364, 360
23, "UCT Algorithm", 90, 0.5, 1.233790636062622, 4, True, 49, 364, 360
24, "UCT Algorithm", 90, 0.5, 1.2337327003479004, 4, True, 49, 364, 360
25, "UCT Algorithm", 90, 0.5, 1.2596735954284668, 4, True, 49, 364, 360
26, "UCT Algorithm", 90, 0.5, 1.1924993991851807, 4, True, 49, 364, 360
27, "UCT Algorithm", 90, 0.5, 4.202367544174194, 14, True, 39, 1274, 1260
28, "UCT Algorithm", 90, 0.5, 1.2387053966522217, 4, True, 49, 364, 360
29, "UCT Algorithm", 90, 0.5, 1.3184480667114258, 4, True, 49, 364, 360
0, "UCT Algorithm", 100, 0.5, 7.580896615982056, 22, True, 31, 2222, 2200
1, "UCT Algorithm", 100, 0.5, 2.4381349086761475, 7, True, 46, 707, 700
2, "UCT Algorithm", 100, 0.5, 3.0520482063293457, 11, True, 42, 1111, 1100
3, "UCT Algorithm", 100, 0.5, 1.3370459079742432, 4, True, 49, 404, 400
4, "UCT Algorithm", 100, 0.5, 1.3972904682159424, 4, True, 49, 404, 400
5, "UCT Algorithm", 100, 0.5, 1.94346284866333, 6, True, 47, 606, 600
6, "UCT Algorithm", 100, 0.5, 1.3759453296661377, 4, True, 49, 404, 400
7, "UCT Algorithm", 100, 0.5, 1.9209189414978027, 6, True, 47, 606, 600
8, "UCT Algorithm", 100, 0.5, 8.359419822692871, 24, True, 29, 2424, 2400
9, "UCT Algorithm", 100, 0.5, 9.889012575149536, 28, True, 25, 2828, 2800
10, "UCT Algorithm", 100, 0.5, 2.2759459018707275, 6, True, 47, 606, 600
11, "UCT Algorithm", 100, 0.5, 2.3888003826141357, 8, True, 45, 808, 800
12, "UCT Algorithm", 100, 0.5, 2.60429048538208, 7, True, 46, 707, 700
13, "UCT Algorithm", 100, 0.5, 3.327714681625366, 11, True, 42, 1111, 1100
14, "UCT Algorithm", 100, 0.5, 1.313157558441162, 4, True, 49, 404, 400
15, "UCT Algorithm", 100, 0.5, 4.634253978729248, 15, True, 38, 1515, 1500
16, "UCT Algorithm", 100, 0.5, 1.414250373840332, 4, True, 49, 404, 400
17, "UCT Algorithm", 100, 0.5, 6.213314533233643, 18, True, 35, 1818, 1800
18, "UCT Algorithm", 100, 0.5, 1.3404772281646729, 4, True, 49, 404, 400
19, "UCT Algorithm", 100, 0.5, 2.214479684829712, 6, True, 47, 606, 600
20, "UCT Algorithm", 100, 0.5, 3.42948317527771, 12, True, 41, 1212, 1200
21, "UCT Algorithm", 100, 0.5, 1.4635941982269287, 4, True, 49, 404, 400
22, "UCT Algorithm", 100, 0.5, 2.3168816566467285, 7, True, 46, 707, 700
23, "UCT Algorithm", 100, 0.5, 1.4292654991149902, 4, True, 49, 404, 400
24, "UCT Algorithm", 100, 0.5, 4.532422065734863, 14, True, 39, 1414, 1400
25, "UCT Algorithm", 100, 0.5, 1.4352867603302002, 4, True, 49, 404, 400
26, "UCT Algorithm", 100, 0.5, 1.236725091934204, 4, True, 49, 404, 400
27, "UCT Algorithm", 100, 0.5, 1.4042770862579346, 4, True, 49, 404, 400
28, "UCT Algorithm", 100, 0.5, 1.4368104934692383, 4, True, 49, 404, 400
29, "UCT Algorithm", 100, 0.5, 2.268834114074707, 6, True, 47, 606, 600
