Feature, Visits, Acc. Reward, Q-value, Normalized value, Color
Glucose, 6, 6, 1.0, 1.0, RED
Lingeling, 6, 6, 1.0, 1.0, RED
Linux, 6, 6, 1.0, 1.0, RED
MiniSAT, 6, 6, 1.0, 1.0, RED
PicoSAT, 6, 6, 1.0, 1.0, RED
SimpleParse, 6, 6, 1.0, 1.0, RED
Win, 6, 6, 1.0, 1.0, RED
antlr4-python3-runtime, 6, 6, 1.0, 1.0, RED
lark-parser, 6, 6, 1.0, 1.0, RED
pipdeptree, 6, 6, 1.0, 1.0, RED
pyPicosat, 6, 6, 1.0, 1.0, RED
pybind11, 6, 6, 1.0, 1.0, RED
pycosat, 7, 7, 1.0, 1.0, RED
pycryptosat, 6, 6, 1.0, 1.0, RED
pydepqbf, 6, 6, 1.0, 1.0, RED
pyglucose, 6, 6, 1.0, 1.0, RED
pylgl, 6, 6, 1.0, 1.0, RED
python-sat, 7, 7, 1.0, 1.0, RED
satispy, 6, 6, 1.0, 1.0, RED
satyrn, 6, 6, 1.0, 1.0, RED
six, 6, 6, 1.0, 1.0, RED
umo, 6, 6, 1.0, 1.0, RED
