Step, Decisions, Simulations, Evaluations, Positive Evaluations, Tree Size, Time (s), Choice
0, 1, 60, 43, 16, 61, 0.35100245475769043, JHipster
1, 11, 60, 37, 20, 122, 0.31023263931274414, Generator
2, 12, 60, 29, 12, 183, 0.3259236812591553, Libsass
3, 10, 60, 27, 14, 244, 0.29887890815734863, Authentication
4, 13, 60, 23, 21, 305, 0.24103784561157227, Uaa
5, 8, 60, 19, 19, 366, 0.20822978019714355, Application
6, 8, 60, 16, 15, 427, 0.2326488494873047, MicroserviceGateway
7, 7, 60, 11, 11, 488, 0.1782543659210205, BackEnd
8, 8, 60, 11, 10, 549, 0.1679854393005371, TestingFrameworks
9, 10, 60, 14, 14, 610, 0.16295957565307617, Gatling
10, 9, 60, 13, 13, 671, 0.13585853576660156, Cucumber
11, 8, 60, 9, 9, 732, 0.1259784698486328, Protractor
12, 7, 60, 10, 10, 793, 0.1009819507598877, Maven
13, 5, 60, 17, 17, 854, 0.09984588623046875, Database
14, 7, 60, 15, 15, 891, 0.10417294502258301, SQL
15, 8, 60, 36, 36, 952, 0.13826704025268555, Development
16, 11, 60, 30, 29, 1013, 0.12393379211425781, Production
17, 13, 60, 42, 42, 1074, 0.0939483642578125, Hibernate2ndLvlCache
18, 14, 60, 32, 32, 1135, 0.09725785255432129, HazelCast
19, 12, 60, 31, 31, 1196, 0.07683038711547852, MySQL
20, 7, 60, 25, 24, 1257, 0.05392336845397949, SpringWebSockets
21, 6, 60, 15, 15, 1308, 0.05349564552307129, ClusteredSession
22, 5, 60, 0, 0, 1309, 0.049825429916381836, InternationalizationSupport
23, 4, 60, 0, 0, 1309, 0.03990626335144043, Docker
24, 3, 60, 0, 0, 1309, 0.027944087982177734, H2
25, 3, 60, 0, 0, 1309, 0.019942522048950195, DiskBased
