Step, Decisions, Simulations, Evaluations, Positive Evaluations, Tree Size, Time (s), Choice
0, 1, 1000, 142, 95, 244, 1.4934873580932617, JHipster
1, 11, 1000, 142, 95, 244, 0.6474828720092773, Database
2, 13, 1000, 142, 95, 244, 0.611048698425293, TestingFrameworks
3, 15, 1000, 142, 95, 244, 0.5659427642822266, MongoDB
4, 12, 1000, 142, 95, 244, 0.5202126502990723, SocialLogin
5, 11, 1000, 142, 95, 244, 0.48113012313842773, Gatling
6, 10, 1000, 142, 95, 244, 0.44508981704711914, Cucumber
7, 9, 1000, 142, 95, 244, 0.40821003913879395, Protractor
8, 8, 1000, 142, 95, 244, 0.3856682777404785, Generator
9, 8, 1000, 142, 95, 244, 0.34277987480163574, Application
10, 8, 1000, 142, 95, 244, 0.31148552894592285, Monolithic
11, 7, 1000, 142, 95, 244, 0.2789740562438965, Authentication
12, 8, 1000, 142, 95, 244, 0.24896955490112305, BackEnd
13, 9, 1000, 142, 95, 244, 0.2155470848083496, Gradle
14, 7, 1000, 142, 95, 244, 0.18212294578552246, SpringWebSockets
15, 6, 1000, 142, 95, 244, 0.15124797821044922, Libsass
16, 5, 1000, 142, 95, 244, 0.12171268463134766, ClusteredSession
17, 4, 1000, 142, 95, 244, 0.09148311614990234, InternationalizationSupport
18, 3, 1000, 142, 95, 244, 0.0608363151550293, Docker
19, 2, 1000, 142, 95, 244, 0.030950069427490234, HTTPSession
