Feature, Visits, Acc. Reward, Q-value, Normalized value, Color
DepMng, 1, 2, 2.0, 1.0, RED
Glucose, 1, 2, 2.0, 1.0, RED
Lingeling, 1, 2, 2.0, 1.0, RED
Linux, 1, 2, 2.0, 1.0, RED
Metamodels, 22, 43, 1.95, 0.0, BLUE
MiniSAT, 1, 2, 2.0, 1.0, RED
Operations, 1, 2, 2.0, 1.0, RED
PicoSAT, 1, 2, 2.0, 1.0, RED
SPLOT, 1, 2, 2.0, 1.0, RED
SimpleParse, 1, 2, 2.0, 1.0, RED
UVL, 1, 2, 2.0, 1.0, RED
Utils, 1, 2, 2.0, 1.0, RED
ebnf, 1, 2, 2.0, 1.0, RED
pycosat, 28, 55, 1.96, 0.21, GREEN
pycryptosat, 35, 69, 1.97, 0.37, GREEN
pydepqbf, 1, 2, 2.0, 1.0, RED
python-sat, 72, 143, 1.99, 0.69, ORANGE
satispy, 1, 2, 2.0, 1.0, RED
satyrn, 6, 12, 2.0, 1.0, RED
umo, 1, 2, 2.0, 1.0, RED
